restoID,restoName,restoContact,restoAddress,latLng,latitude,longitude,wilayahID
Amb1,Rumah Kopi Sibu-Sibu,0,"Said Perintah, Sirimau, Kel Ahusen, Sirimau, Kota Ambon, Maluku","-3.6971641, 128.1817069",-3.6971641,128.1817069,81.71
Amb2,Padis Kitchen,85254267903,"Jl. Jend. A Yani, Kel Ahusen, Sirimau, Kota Ambon, Maluku","-3.700152999999999, 128.185062",-3.700153,128.185062,81.71
Amb3,Nasi Kelapa Batu Merah,82197992961,"jalan Sultan Hasanudin, Batu Merah, Sirimau, Batu Merah, Sirimau, Kota Ambon, Maluku","-3.6770399, 128.1899829",-3.6770399,128.1899829,81.71
Amb4,Pasar tradisional,0,"Pasar mahardika Kel Rijali, Sirimau, Kota Ambon, Maluku","-3.689605799999999, 128.1826084",-3.6896058,128.1826084,81.71
Amb5,Imperial Restaurant,0,"Jl. Diponegoro No.53, Kel Ahusen, Sirimau, Kota Ambon, Maluku 97127","-3.700631, 128.1825693",-3.700631,128.1825693,81.71
Bac1,RM. Spesifik Aceh,85277775812,"Jl. Teuku Hasan Dek, Kec. Kuta Alam, Banda Aceh","5.554942899999999, 95.33061819999999",5.5549429,95.3306182,11.71
Bac2,RM. Khas Aceh Rayeuk,811689122,"Jl. Tgk Imum Lueng Bata, Kec. Lueng Bata, Banda Aceh","5.5401886, 95.3397172",5.5401886,95.3397172,11.08
Bac3,RM. Dek Gam 2,85277010887,"Jl. T. Panglima Nyam Makam, Doy, Kec. Syiah Kuala, Banda Aceh","5.556970499999999, 95.344551",5.5569705,95.344551,11.71
Bac4,Warung Nasi Hasan 3,8126979965,"Jl. Prof Ali Hasyimi, Pango Raya, kec. Ulee Kareng, Banda Aceh","5.539707400000001, 95.3472472",5.5397074,95.3472472,11.71
Bac5,RM. Ridha Ilahi,85260209461,"Jl. Tgk. Chik Ditiro, Ateuk Pahlawan, Kec. Baiturrahman, Banda Aceh","5.5505267, 95.3261023",5.5505267,95.3261023,11.71
Bbr1,Warung Isau,85246140424,"Jl. Karang Anyar 1, Kel. Loktabat Utara, Kec. Landasan Ulin, Kota Banjar Baru","-3.4344421, 114.8119015",-3.4344421,114.8119015,63.72
Bbr2,Warung Bawah Asam,81359200310,"Jl. Mistar Cokrokusumo RT. 018 RW. 006 Kel. Sungai Tiung, Cempaka, Kota Banjarbaru","-3.4605983, 114.8488562",-3.4605983,114.8488562,63.72
Bbr3,Warung 41,82149767665,"Jl. Mistar Cokrokusumo RT. 008 RW. 003 Kel. Sungai Tiung, Cempaka, Kota Banjarbaru","-3.5163982, 114.8119855",-3.5163982,114.8119855,63.72
Bbr4,Warung Soto Arjuna,81351508558,"Jl. STM Kel. Loktabat Selatan, Kec. Banjarbaru Selatan, Kota Banjarbaru","-3.4607014, 114.8410882",-3.4607014,114.8410882,63.72
Bbr5,Warung Rosi,81251367752,"Jl. A. Yani, Kel. Komet, Kec. Banjarbaru Utara, Kota Banjarbaru","-3.4428155, 114.8237954",-3.4428155,114.8237954,63.72
Bdg1,Dapoer Pandan Wangi,226008838,Jl. Terusan Pasirkoja No. 275,"-6.9287901, 107.5810104",-6.9287901,107.5810104,32.73
Bdg2,RM Asli Laksana,225206836,Jl. Soekarno-Hatta No. 395,"-6.9481783, 107.604909",-6.9481783,107.604909,32.73
Bdg3,RM Ampera,227274844,Jl. Soekarno-Hatta No. 394,"-6.948262199999999, 107.6053482",-6.9482622,107.6053482,32.73
Bdg4,Warung Cepot,226127800,Jl. Dr. Djunjunan No. 155D,"-6.892583399999999, 107.5832217",-6.8925834,107.5832217,32.73
Bdg5,Nasi Bancakan,224203650,Jl. Trunojoyo No. 62,"-6.9017474, 107.6156045",-6.9017474,107.6156045,32.73
Bgr1,Lebak wangi garden,2518612890,"Jl. Raya Parung Bogor No.KM. 39,3, Pemagarsari, Kec. Parung, Bogor, Jawa Barat 16330","-6.452132000000001, 106.7311971",-6.452132,106.7311971,32.01
Bgr2,Rolika Catering (gepuk karuhun),2517535444,Jl. Raya Semplak No. 349 Bogor 16134,"-6.549994099999999, 106.7607513",-6.5499941,106.7607513,32.71
Bgr3,Mie Glosor Mang Cireng,8993649001,"Jl. M.A Salmun, RT.03/RW.06, Ciwaringin, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16124","-6.590319900000001, 106.7917704",-6.5903199,106.7917704,32.71
Bgr4,Cungkring Suryakencana,2517769908,"JL. Suryakencana, Sukasari, Bogor Timur, RT.01/RW.03, Sukasari, Kec. Bogor Tim., Kota Bogor, Jawa Barat 15417","-6.6099307, 106.8044671",-6.6099307,106.8044671,32.71
Bgr5,Soto kuning bogor,85695861813,"L2 , Bogor Junction, Jl. Jend. Sudirman, RT.01/RW.03, Pabaton, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121","-6.589391399999999, 106.7966503",-6.5893914,106.7966503,32.71
Bli1,Warung Nasi Ayam Kedewatan Ibu Mangku,361974795,"Jl. Raya Kedewatan No.18, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","-8.4835164, 115.2464704",-8.4835164,115.2464704,51.04
Bli2,Warung Nasi Ayam Bu Oki,81353213247,"Perumahan Puri Jimbaran, Jln Celaga Basur No 3Y, Uluwatu 2, Jimbaran, Jimbaran Indonesia","-8.784163, 115.172532",-8.784163,115.172532,51.03
Bli3,Ikan Asap Al Serangn Bumbu Matah,81216214013,"Gg. Buana Asih, Padangsambian, Kec. Denpasar Bar., Kota Denpasar, Bali 80118","-8.6590058, 115.1881031",-8.6590058,115.1881031,51.71
Bli4,Warung Rujak Glogor,361484810,"Jl. Bukit Tunggal No.27, Pemecutan, Kec. Denpasar Bar., Kota Denpasar, Bali 80119","-8.6614449, 115.211263",-8.6614449,115.211263,51.71
Bli5,Ayam Betutu Khas Gilimanuk,8179257777,"Jl. Merdeka No.88 No.5, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali","-8.6665029, 115.2383865",-8.6665029,115.2383865,51.71
Blp1,Pepes Tempoyak Ikan Patin,8974711137,Perumahan Kopri Blok B3. No 14 (Taman Bunga),,#VALUE!,,18.71
Blp2,Dapur Miima Kuliner,82279712372,Bandar Lampung,"-5.3971396, 105.2667887",-5.3971396,105.2667887,18.71
Blp3,Bakso Judes Lampung,83177653223,Bandar Lampung,"-5.3971396, 105.2667887",-5.3971396,105.2667887,18.71
Blp4,Yus Catering,0,Pasar Perumnas Way Halim,"-5.377002399999999, 105.2755297",-5.3770024,105.2755297,18.71
Blp5,Kinar Resto,8117288088,Near Mitra Inovasi Negri Sukadanaham Bandarlampung,"-5.4132991, 105.234796",-5.4132991,105.234796,18.71
Bng1,Soto Krandegan Pak Aping,00813 2743 4131,"Jalan Mayjend Sutoyo No. 35, Banjarnegara Jawa Tengah.","-7.392974199999999, 109.6974738",-7.3929742,109.6974738,33.04
Bng2,Mie Ongklok & Sate Sapi ''Pak Tugi'',0,"Jl. Raya Semampir Km. 03, Banjarnegara",,#VALUE!,,33.04
Bng3,TOKO OLEH OLEH KHAS BANJARNEGARA WIRARAJA,0,"Mandiraja Kulon, Mandiraja, Banjarnegara, Jawa Tengah 53473","-7.4532681, 109.5181312",-7.4532681,109.5181312,33.04
Bng4,Pusat oleh-oleh khas dieng,0,"Jl. Raya Batur, Batur, Banjarnegara, Jawa Tengah 53456","-7.2053826, 109.8245502",-7.2053826,109.8245502,33.04
Bng5,Pusat Oleh Oleh Barafood,0,"Al Munawwaroh RT 01 RW 2, Kutabanjarnegara, Kec. Banjarnegara, Banjarnegara, Jawa Tengah 53415","-7.399022399999999, 109.6860076",-7.3990224,109.6860076,33.04
Jkt1,Asinan Betawi H. Mansyur (asinan kamboja),0,"Jl. Taman Kamboja No.10, RT.8/RW.11, Rawamangun, Kec. Pulo Gadung, Kota Jakarta","-6.2008342, 106.8849814",-6.2008342,106.8849814,31.75
Jkt2,Soto Betawi H. Ma’ruf,0,"Jl. Pramuka No.64, RT.8/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta","-6.1931127, 106.8648176",-6.1931127,106.8648176,31.71
Jkt3,Kedai Nasi Uduk & Ayam Goreng Zainal Fanani,0021-31903863,Jl. Kebon Kacang VIII No.5 Jakarta Pusat,"-6.1878307, 106.8186752",-6.1878307,106.8186752,31.71
Jkt4,"Laksa Betawi Asirot, Kebun Jeruk",0,"Jl. Assirot No.1, RT.01/RW.3, Sukabumi Sel., Kec. Kb. Jeruk, Kota Jakarta Selatan","-6.2254888, 106.7742005",-6.2254888,106.7742005,31.74
Jkt5,Gado-Gado Bonbin,0,"Jalan Cikini IV No.5, RT.14/RW.5, Cikini, Menteng, RT.14/RW.5, Cikini, Kec. Menteng, Kota Jakarta Pusat","-6.1925856, 106.8371736",-6.1925856,106.8371736,31.71
Ken1,Rm kampung bakau kendari,8525632851,"Jl. buburandan andonouhu, kecamatn kambu","-3.983617, 122.532975",-3.983617,122.532975,74.71
Ken2,Rm rya kendari,0,Jl. Sao-sao No.293,"-3.9899769, 122.5098839",-3.9899769,122.5098839,74.71
Ken3,Rm pohara,0,Jl. Bigjend M yunus kendari,"-3.9813046, 122.5227915",-3.9813046,122.5227915,74.71
Ken4,Family cafe PIER 29,4013127515,"Kompleks pier No 29, Kec kadia kota kendari.","-3.9799588, 122.511108",-3.9799588,122.511108,74.71
Ken5,RM samudra,4013129888,"Jl. Ahmad yani No26 A,pondambea","-3.9801776, 122.5099163",-3.9801776,122.5099163,74.71
Mks1,Coto nusantara 1,00822-5132-2220,Jl. Nusantara Baru No.142 Ende Kec.Wajo Kota Makassar,"-5.1273792, 119.4082589",-5.1273792,119.4082589,73.71
Mks2,Konro karebosi,00851-0235-4000,Jl. Gunung Lompo Batang No.41-43 Pisang Utara Kec.Ujung Pandang Kota Makassar,"-5.134444999999999, 119.4151976",-5.134445,119.4151976,73.71
Mks3,Rumah makan ulu juku,441421414,Jl. Prof Abdulrahman Basalamah No.99A Karampuang Kec. Panakukang Kota Makassar,"-5.145052, 119.452559",-5.145052,119.452559,73.71
Mks4,Aroma coto gagak,81355680278,Jl. Gagak No.27 Mariso Kec.Mariso Kota makassar,"-5.1608271, 119.4114591",-5.1608271,119.4114591,73.71
Mks5,Pallubasa Serigala,85342086888,Jl. Serigala XIV Mamajang DalamKec.Mamajang Kota Makassar,"-5.1607226, 119.4210217",-5.1607226,119.4210217,73.71
Mnd1,RM. Pondok 17 Wakeke,85395235813,"Jl. Wakeke, Wenang, Manado.","1.4845864, 124.8384819",1.4845864,124.8384819,71.71
Mnd2,"RM. Lidya Wakeke, Weneng.",8114342321,"Jl. Wakeke, Wenang, Manado.","1.4845864, 124.8384819",1.4845864,124.8384819,71.71
Mnd3,"Rumah Kopi K8, Sario",81380974583,"Jl. Ahmad Yani, Sario, Manado.","1.4696812, 124.8330079",1.4696812,124.8330079,71.71
Mnd4,Raja Oci Resto,8114324196,"Jl. Toar, Wenang, Manado","1.4819745, 124.8395799",1.4819745,124.8395799,71.71
Mnd5,Wisata Bahari,82291155570,"Blok KSB 3C, Kawasan, Megamas",,#VALUE!,,71.71
Pdg1,Pongek OR Situjuah,81374846595,"Jl. Khatib Sulaiman (Payakumbuh Situjuh) Limbukan, Kode pos : 26263","-0.2662066, 100.6153535",-0.2662066,100.6153535,13.71
Pdg2,Pondok Sate danguang- danguang Ujang Bur,81268771816,Tugu adipura Kota Payakumbuh,"-0.2245496, 100.6319037",-0.2245496,100.6319037,13.71
Pdg3,Martabak mesir H.Wan,82384888833,"Jl. Soekarno Hatta No. 237, Bulakan Balai Kandih, Kec. Payakumbuh Barat, 26223","-0.2469518, 100.611709",-0.2469518,100.611709,13.71
Pdg4,Rumah Makan Pergaulan,85271467310,"Jl. Soekarno Hatta, Parik rantang, Kec Payakumbuh Barat, Kot Payakumbuh,26218","-0.2276282, 100.6265129",-0.2276282,100.6265129,13.71
Pdg5,Sate Manang kabau,82363740001,Jln. Khatib sulaiman No 15 lolong belanti Kecamatan padang utara kota padang,"-0.9225201000000001, 100.3610308",-0.9225201,100.3610308,13.71
Pkb1,Pondok Patin H M Yunus,761674796,"Jl. Kaharuddin Nst No.1, Simpang Tiga, Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28284","0.4243807, 101.4378227",0.4243807,101.4378227,14.71
Pkb2,RM Pondok Gurih,76127069,"Jl. Jenderal Sudirman No.202, Tengkerang Tengah, Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28126","0.4908934, 101.4536571",0.4908934,101.4536571,14.71
Pkb3,Pondok Asam Pedas Baung,76144750,"Rumah Sakit Awal Bros, Jalan Jend Sudirman (Didepan, Tengkerang Tengah, Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28128","0.4965894, 101.456288",0.4965894,101.456288,14.71
Pkb4,Pondok asam pedas sinar kampar,008217248 7352,Jl. Arifin Ahmad,"0.4801812, 101.4346919",0.4801812,101.4346919,14.71
Pkb5,Pondok Masakan Khas Melayu,8127581284,"Jl. Adi Sucipto No.1 kel, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28125","0.4639417, 101.4188653",0.4639417,101.4188653,14.71
Plb1,Pempek Vira,81278018246,"Jl. Durian kec. Lubuklinggau Timur I, Kota Lubuklinggau, Sumsel","-3.2849898, 102.8861971",-3.2849898,102.8861971,16.71
Plb2,Pempek Fenny,87894942323,"Jl. Yodusarso No.83, Kel. Taba jemekeh, Lubuklinggau, Sumsel.","-3.2795578, 102.8925049",-3.2795578,102.8925049,16.71
Plb3,Pempek Sindang,0,"Jl. Yosudarso No.319, Kel. Jawa Kiri, Lubuklinggau, Sumsel","-3.2880747, 102.8785104",-3.2880747,102.8785104,16.71
Plb4,Kedai Pempek 168,0,"Jl. Yosudarso, Kel Taba Koji, Lubuklinggau, Sumsel","-3.2891019, 102.8748664",-3.2891019,102.8748664,16.71
Plb5,Warung Pempek A08,0,"Jln. Yosudarso No.15, Kel.Taba Jemekeh, Lubuklinggau, Sumsel","-3.2803181, 102.8912568",-3.2803181,102.8912568,16.71
Pmk1,Sate lalat H. Nasir,85257638280,"Jl. Niaga Rw 03, Barurambat kota, Pamekasan (Kawasan Sae Selera)","-7.1628005, 113.4823939",-7.1628005,113.4823939,35.28
Pmk2,Kaldu Pagghun enga’,87757872463,"Jl. Pokolan, Bugih, Pamekasan","-7.1534188, 113.473532",-7.1534188,113.473532,35.28
Pmk3,Depot Kaldu Anda,0,"Jl. Basar blok III no. 17, Bugih, Pamekasan","-7.1557795, 113.4696591",-7.1557795,113.4696591,35.28
Pmk4,Nasi Rames “Emmy”,81939377763,Jl. Cokroatmojo Gg. XI/5A Pamekasan,"-7.1648833, 113.4786693",-7.1648833,113.4786693,35.28
Pmk5,Nasi Jamila,0,"Jl. Kh Agus salim no.49, Barurambat kota, Pamekasan","-7.157426699999999, 113.4835037",-7.1574267,113.4835037,35.28
Pwt1,Getuk Goreng H. Tohirin,0,"Jl. Jend. Sudirman, Sokaraja, Banyumas, Jawa Tengah","-7.4435576, 109.2728664",-7.4435576,109.2728664,33.02
Pwt2,Toko Mirasa,81542641181,Jl. Jenderal Sutoyo (Sawangan) no 19 Purwokerto 53131,"-7.425362499999999, 109.2265685",-7.4253625,109.2265685,33.02
Pwt3,Mendoan eco 21,8112819130,"Jl. Mayjend Sutoyo No.21, Sawangan, Kedungwuluh, Kec. Purwokerto Barat","-7.424935499999998, 109.2268511",-7.4249355,109.2268511,33.02
Pwt4,Raja Soto Lama H. Suradi,81226837272,"Jl. Jend. Sutoyo No. 55 RT. 04/01, Sawangan, Kedungwuluh, Purwokerto","-7.4272423, 109.2262853",-7.4272423,109.2262853,33.02
Pwt5,Soto H. Loso,281639353,"Jl. RA Wirya Atmaja No. 15, Pesayangan, Kedungwaluh, Purwokerto","-7.4224797, 109.2260711",-7.4224797,109.2260711,33.02
Skt1,Timlo Sastro 1,271654820,"Jl. Abdul Muis No.32A, Setabelan, Kec : Jebres","-7.563337600000001, 110.828844",-7.5633376,110.828844,33.72
Skt2,Timlo Solo,271646180,"Jl. Jend Urip Sumoharjo No.94 Purwodiningratan, Jebres","-7.563878300000001, 110.8356642",-7.5638783,110.8356642,33.72
Skt3,Timlo Maestro,8816502232,Jl. Ahmad Dahlan No.60 Keprabon,"-7.569379100000001, 110.8250705",-7.5693791,110.8250705,33.72
Skt4,Serabi Notosuman Ny. Handayani,81328035373,"Jl. Moh. Yamin 51 Kratonan, Serengan, Surakarta","-7.577602600000001, 110.8198202",-7.5776026,110.8198202,33.72
Skt5,Linco’s,2712933053,"Jl. Sutan Syahrir 100 BC Widuran, Solo","-7.565326499999999, 110.8297194",-7.5653265,110.8297194,33.72
Srd1,RM Bu Sum,81347213706,"Jl. Kinibalu, No. 14","-7.2610119, 112.7238886",-7.2610119,112.7238886,64.72
Srd2,Warung Pecel Bu Sur,82156464511,"Jl. Pangeran Antasari, Pasar Ijabah","-0.4989349, 117.1283032",-0.4989349,117.1283032,64.72
Srd3,Jengkol “Rina”,0,Jl. Pangeran Antasari,"-6.275805999999999, 106.8084126",-6.275806,106.8084126,64.72
Srd4,RM Ikan Bakar H. Ijay,82250704618,"Jl, Kadrie Oening","-0.471851, 117.1307339",-0.471851,117.1307339,64.72
Srd5,RM Soto Banjar Nyaman Banar,81351092155,"Jl. Kadrie Oening, No. 99","-0.47207, 117.136614",-0.47207,117.136614,64.72
Trn1,Rm Jailolo,0,Jl. Pahlawan revolusi nomor 7,"-6.244959, 106.904414",-6.244959,106.904414,82.71
Trn2,Rumah Produksi Qonita production,8113654543,Kelurahan ngade,"0.7702751000000001, 127.3493298",0.7702751,127.3493298,82.71
Trn3,Toko Tara No Ate,0,"Jl. Tapak raya II, gamalama","0.7926563999999999, 127.3897915",0.7926564,127.3897915,82.71
Trn4,Rm Papeda,0,"Jl. Sultan M. Djabir Sjah, gamalama, ternate tengah, kota ternate, maluku utara","0.7906540999999999, 127.3900833",0.7906541,127.3900833,82.71
Trn5,Tapak,0,Kelurahan salero,"0.8022098999999999, 127.3840589",0.8022099,127.3840589,82.71
Yog1,Gudeg Yu Djum Wijilan,82138697888,"Jl. Wijilan No. 167, Panembahan, Kraton, Kota Yogyakarta","-7.804920099999999, 110.366756",-7.8049201,110.366756,34.71
Yog2,Gudeg Bu Tjitro 1925,81575741784,"Jl. Janti No. 330, Modalan, Banguntapan, Bantul, Yogyakarta","-7.798628899999999, 110.4025607",-7.7986289,110.4025607,34.02
Yog3,Gudeg Sagan,85100443035,"Jl. Prof Dr. Herman Yohanes No. 53, Caturtunggal, Depok, Sleman, Yogyakarta","-7.777918000000001, 110.3797758",-7.777918,110.3797758,34.04
Yog4,Bakpia Pathok 25 Ongko Joyo,274512219,Jl.AIP II KS Tubun 65 Yogyakarta,"-7.7976975, 110.3578561",-7.7976975,110.3578561,34.71
Yog5,Bakpia Kurnia Sari,274380052,"Jl. Glagahsari No.91C, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta","-7.808516899999999, 110.3879009",-7.8085169,110.3879009,34.71
Bgr21,Penona Khas Manado,0,Bogor,,,,32.71
Bgr22,Dapur Bayi,0,Bogor,,,,32.71
Bgr23,Kadai Nasi Uda Ed,0,Bogor,,,,32.71
Bgr24,Lapak Li Nis,0,Bogor,,,,32.71
Bgr25,Pempek Elin,0,Bogor,,,,32.71
Bgr26,Pempek Palembang Hijrah Rasa,0,Bogor,,,,32.71
Bgr27,Mi Aceh Kurnia,0,Bogor,,,,32.71
Bgr28,Mi Aceh Pidi 88,0,Bogor,,,,32.71
Jkt11,Kedai Sehat,0,Jakarta,,,,31.71
Jkt12,Selera Manado,0,Jakarta,,,,31.71
Jkt13,Salero Rajo,0,Jakarta,,,,31.72
Jkt14,Ombak Purus,0,Jakarta,,,,31.72
Jkt15,Pempek Palembang Liman Sentosa,0,Jakarta,,,,31.73
Jkt16,Pempek Tini,0,Jakarta,,,,31.73
Tgs1,Mi Aceh Bintaro - Pondok Karya,0,Bintaro - Tangerang Selatan,,,,36.74
Tgs2,Mie Aceh Bang Aziz - Ciputat,0,Ciputat - Tangerang Selatan,,,,36.74
Bli6,Warung Babi Guling Pak Malen,85100452968,"Jl. Sunset Road No.554, Seminyak, Kuta, Kabupaten Badung, Bali 80361","-8.684835, 115.169037",-8.684835,115.169037,
Bli7,Warung Be Pasih,361237755,"Jl. Pemuda III No.24, Renon, Kec. Denpasar Sel., Kota Denpasar, Bali","-8.6754852, 115.2406476",-8.6754852,115.2406476,
Bli8,"Warung Bandrek & Nasi Jinggo ""Pak De""",87861848688,"Jl. Raya Kuta No.27, Kuta, Kabupaten Badung, Bali 80361","-8.7098891, 115.1814531",-8.7098891,115.1814531,
Bli9,Warung Nasi Angin,81999606474,"Jl. Raya Denpasar - Gilimanuk, Meliling, Kec. Kerambitan, Kabupaten Tabanan, Bali 82161","-8.5089156, 115.078979",-8.5089156,115.078979,
Bli10,Blayag buleleng (Warung Da Vida),87863211777,"Jl. Surapati No.124, Kp. Baru, Kec. Buleleng, Kabupaten Buleleng, Bali 81151","-8.1021143, 115.0962943",-8.1021143,115.0962943,
Bli11,Siobak Babi Khe Lok,36222760,"Jl. Surapati No.66, Kp. Baru, Kec. Buleleng, Kabupaten Buleleng, Bali 81114","-8.1035113, 115.0928418",-8.1035113,115.0928418,
Bli12,Be Genyol Bu Agus,85738523606,"Jl. Astasura No.14 B, Peguyangan, Kec. Denpasar Utara, Kota Denpasar, Bali 80239","-8.6123435, 115.2165247",-8.6123435,115.2165247,
Bli13,Serombotan klungkung bu edi,85792893725,"Jln uluwatu jimbaran depan lapangan yoga perkanthi, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361","-8.7735036, 115.171975",-8.7735036,115.171975,
Bli14,"Laklak Bali ""Laku 168""",81343197516,"Jl. Tukad Sanghyang No.7, Panjer, Denpasar Sel., Kota Denpasar, Bali, Dauh Puri Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80224","-8.682696, 115.2255933",-8.682696,115.2255933,
