restoID,restoName,restoContact,restoAddress,latLng,latitude,longitude,wilayahID
Mks13,Mama Toko Kue dan Es Krim,411435672,Jl. Bau Mangga No.9 Masale Kec.Panakkukang Kota Makassar,"-5.1615056, 119.4438452",-5.1615056,119.4438452,
Mks14,Disepanjang Pantai Losari,0,"Jalan Penghibur, Losari Kec.Ujung Pandang Kota Makassar","-5.1387485, 119.4057848",-5.1387485,119.4057848,
Mnd6,RM. Dabu Dabu Lemong,82393429550,"Jl. Boulevard 2, Tuminting, Manado","1.5107804, 124.8441907",1.5107804,124.8441907,
Mnd7,Tuna House Resto,85299990112,"Jl. Karangria, kecamatan tuminting, manado","1.5134969, 124.8486181",1.5134969,124.8486181,
Mnd8,Wakop Kemang Manado,82191515351,Jl. Boulevard 2 No. 1 Kompleks Kawasan Sindulang Megamas,"1.4844215, 124.8329818",1.4844215,124.8329818,
Mnd9,Bambuden Resto,85100372961,"Jl. Pemuda 1, Sario, Manado","1.4674787, 124.8340884",1.4674787,124.8340884,
Mnd10,RM. Mutiara,4317284052,"Kompleks Ruko Winangun, Jl. Samratulangi, Malalayang, Manado","1.4775381, 124.8372026",1.4775381,124.8372026,
Mnd11,RM. Raja Ikan Bakar Stadion Klabat,82194243338,"Jl. Stadiom Klabat, Sario, Manado","1.4585766, 124.8371443",1.4585766,124.8371443,
Mnd12,Mawar Sharron Resto,431859866,"Wanea Plaza, Jl. Sam Ratulangi, Wanea, Manado","1.4636371, 124.8397635",1.4636371,124.8397635,
Mnd13,RM. Afui,81242889000,"Jl. Samratulangi No. 383, Wanea, Manado","1.4636259, 124.8408527",1.4636259,124.8408527,
Mnd14,RM. Pignik,81273396416,"Jl. Santo Joseph, Sari","3.5395425, 98.60460359999999",3.5395425,98.6046036,
Mnd15,RM. Om Pala Sario,8987775344,"Jl. Laut Aru, Sario, Manado","1.4622136, 124.8360048",1.4622136,124.8360048,
Mnd16,RM. Berkat Bersama,85342167171,"Jl. Wolter Monginsidi, Malalayang, Manado","1.4577022, 124.80624",1.4577022,124.80624,
Mnd17,RM. Natasya Tikala,0,"Jl. Lumimuut, Wenang, Manado","1.4830216, 124.8458906",1.4830216,124.8458906,
Mnd18,RM. Raja Kepiting Wenang,82293935566,"Jl. Jendral Sudirman, Wenang, Manado","1.4892748, 124.84499",1.4892748,124.84499,
Mnd19,RM. Wulan,82324268558,"Jl. Sam Ratulangi No. 435, Sario, Manado","1.4577736, 124.8378796",1.4577736,124.8378796,
Mnd20,"RM. Pelmas Tanta Olla, Ikip Bawah",81340341222,"Jl. Bethesda, Sario, Manado","1.4637439, 124.832889",1.4637439,124.832889,
Pdg6,Ikan bakar Pondok mungil pak tris,75138211,Jln Hos Cokroaminoto 88B Kota Padang,"-0.9601245, 100.3563738",-0.9601245,100.3563738,
Pdg7,RM lamun Ombak,7517051426,Jln Khatib Sulaiman no 99 Ulak karang selatan Kecamatan Padang Utara Kota padang,"-0.9089899999999999, 100.3530861",-0.90899,100.3530861,
Pdg8,RM Sederhana Padang,751447774,Jln Rasuna Said no 81 A Rimbo kaluang Kecamatan Padang barat Kota Padang,"-0.9306384999999998, 100.3610073",-0.9306385,100.3610073,
Pdg9,RM Silungkang,7518957080,Simpang haru Sawahan Timur Kota Padang,"-0.9422038, 100.3758936",-0.9422038,100.3758936,
Pdg10,Es Durian Ganti Nan Lamo,75126203,Jln HOS Cokroaminoto No 31b Kota padang,"-0.959179, 100.3609839",-0.959179,100.3609839,
Pdg11,Malabar Arham,82169173753,Jln Mahakam no 23 Kota Padang,"-0.8969115999999999, 100.3757571",-0.8969116,100.3757571,
Pdg12,Es Durian iko gantinyo,8561103785,JlnPulauKaramno103BKotapadang,"-0.9593968, 100.3606061",-0.9593968,100.3606061,
Pdg13,Galamai Tek Tam,81316748855,"Jl. Latsitarda, Payakumbuh","-0.2235621, 100.623916",-0.2235621,100.623916,
Pdg14,Sanjai Rina,81363429779,"Sanjai Rina Jl. Imam Bonjol, belakang terminal Koto nan Ampek, Kota Payakumbuh, Sumatra Barat","-0.2410761, 100.6103835",-0.2410761,100.6103835,
Pdg15,CHIP christine hakim Idea park,8116685000,"Jl. Adinegoro no 11 A, padang, Indonesia","-0.8403742999999999, 100.3291078",-0.8403743,100.3291078,
Pdg16,Asia Baru,81371792628,Jl. Soekarno hatta depan budiman,"-0.226861, 100.6280604",-0.226861,100.6280604,
Pdg17,Kawa daun,82286995554,"Situjuah Limo Nagari, Pyakumbuh","-0.3036745, 100.6309169",-0.3036745,100.6309169,
Pdg18,Rumah Makan yul,82281868975,"Jl. Jend Ahmad Yani, Labuh Basilang, Kota Payakumbuh, 27218","-0.232659, 100.637773",-0.232659,100.637773,
Pdg19,Rumah makan mis Munin,0,"Jl. Raya Negara No. KM 9, sarilamak, Kec. Harau, Kab. Lima Puluh Kota, Sumbar, 26271","-0.1285112, 100.6872457",-0.1285112,100.6872457,
Pdg20,Tangah sawah Resto,811666250,Djamalludin wak Ketok Pisang- Pauh - Padang,"-0.9441423999999999, 100.4073311",-0.9441424,100.4073311,
Plb6,Mie ayam dan pempek phoniek,0,"Jln. Yosudarso No. 67 kel. Pasar pemiri, Lubuklinggau, Sumsel","-3.2962281, 102.863281",-3.2962281,102.863281,
Plb7,Model ojo lali,0,"Jl. Garuda dempo RT. 01, Kel. Keputraan, Lubuklinggau, Sumsel","-3.2932303, 102.8584668",-3.2932303,102.8584668,
Plb8,Pempek Oshin,0,"Jl. Bukit kaba No.194, Kel. Dempo, Lubuklinggau, Sumsel.","-3.2955513, 102.8682555",-3.2955513,102.8682555,
Plb9,Pempek dan Tekwan SMA xaverius,0,"Jl. Tapak Lebar 2No. 499, Kel. Sidorejo, Lubuklinggau, Sumsel","-3.2885819, 102.8529217",-3.2885819,102.8529217,
Plb10,Kedai Pempek Setungguan – Air Kuti,0,"Jl. Lapter Silampari, Kel. Air Kuti, Lubuklinggau, Sumsel","-3.2766374, 102.9143722",-3.2766374,102.9143722,
Plb11,Pempek cek ida,0,"Jl. Garuda, kel bandung kiri, lubuklinggau, Sumsel","-3.2981351, 102.8595607",-3.2981351,102.8595607,
Plb12,Pempek Mang Cek Kai,0,"Jl. Yosudarso no 19, kel. Dempo, Lubuklinggau, Sumsel","-3.2944794, 102.8678739",-3.2944794,102.8678739,
Plb13,Pempek Familidin,0,"jl. Yosudarso No 147, Kel Watervang, Lubuklinggau, Sumsel","-3.2773511, 102.8962274",-3.2773511,102.8962274,
Plb14,Kedai pempek Cek nai,0,"Jl. Kelabat No 07, Kel Jawa kiri, lubuklinggau, Sumsel","-3.2909438, 102.8733519",-3.2909438,102.8733519,
Plb15,Model ikan Tiga Putra,0,"Jl. Malabar, Kel. Jawa Kiri, Lubuklinggau, Sumsel","-3.2904905, 102.8739342",-3.2904905,102.8739342,
Plb16,Model Ikan Ony Sobirin,0,"Jl. Kesehatan, Kel. Bandung Kiri, Lubuklinggau Sumsel","-3.2979446, 102.8627865",-3.2979446,102.8627865,
Plb17,Warung Nasi Pindang tulang – Pasar satelit,0,"Jl. Kenanga II Lintas Gang kenari No 106, kel. Pasar setelit, lubuklinggau, Sumsel","-3.2860635, 102.8662413",-3.2860635,102.8662413,
Plb18,Pindang ogan Pemiri- Pasar Pemiri,0,"Jl. Jend sudirman, kel pasar pemiri, lubuklinggau, sumsel","-3.2939722, 102.8630653",-3.2939722,102.8630653,
Plb19,Pindang meranjat,0,"Jl. Yosudarso no 2, kel taba pingin, lubuklinggau, sumsel","-3.2729488, 102.9290757",-3.2729488,102.9290757,
Plb20,Saung Sempurna,0,"Jln Yos sudarso Rt 03, kel taba jemekeh, lubuklinggau, sumsel","-3.2885418, 102.8764408",-3.2885418,102.8764408,
Pmk6,Warung bebek Ny. Nurul,85233767191,"Jl. Kabupaten no.54, Sumur putih, Pamekasan","-7.1580824, 113.4758049",-7.1580824,113.4758049,
Pmk7,Warung ojo lali,82322959158,"Perum Tlanakan Indah Blok G no. 10, Pamekasan","-7.199562299999999, 113.4418908",-7.1995623,113.4418908,
Pmk8,Sate lalat Pak Mat,87850537571,"Jl. Niaga Rw 03, Barurambat kota, Pamekasan (Kawasan Sae Selera)","-7.1628005, 113.4823939",-7.1628005,113.4823939,
Pkb4,Pondok asam pedas sinar kampar,08217248 7352,Jl. Arifin Ahmad,"0.4801812, 101.4346919",0.4801812,101.4346919,
Pkb6,Sup Tunjang Pertama,0,"Jl. Soekarno - Hatta, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289roti jala","0.4603134, 101.4183501",0.4603134,101.4183501,
Pkb7,Sultan Esto,0,Jl Ronggowarsito,"-7.812245300000001, 112.0104488",-7.8122453,112.0104488,
Pkb8,Roemah Miso dan Mie Sagu Bengkalis.,0,Jl Kenanga,"-7.6824637, 110.8368696",-7.6824637,110.8368696,
Pkb9,Pondok Yurika,0,Jalan Dr. Soetomo,"-7.2834635, 112.7353859",-7.2834635,112.7353859,
Pkb10,RUmah Makan Sarina,0,Jalan Arifin Ahmad,"0.4801812, 101.4346919",0.4801812,101.4346919,
Pkb11,Gerai Al Mahdi,0,Jalan Rajawali No 72 D,,#VALUE!,,
Pkb12,Lopek Bugi Elis,81371330273,Jalan Arifin Ahmad,"0.4801812, 101.4346919",0.4801812,101.4346919,
Pkb13,Mieso Pak Lek,0,"Jalan Thamrin Ujung, Pekanbaru","0.5158035, 101.4626577",0.5158035,101.4626577,
Pkb14,Warung Era 51,82171824499,"Jalan Kaharuddin Nasution Nomor 31, Bukit Raya, Pekanbaru","0.4706384, 101.4544612",0.4706384,101.4544612,
Pkb15,Rumah Makan Sarina,0,Arifin Ahmad,"0.4787744, 101.4332088",0.4787744,101.4332088,
Pkb16,Warung Merry,8127608222,"Jl. Mutiara No.35B, Padang Terubuk, Kec. Senapelan, Kota Pekanbaru, Riau 28155","0.5330848, 101.4294478",0.5330848,101.4294478,
Pkb17,Rumah Makan Pelangi 88,81270723428,"Jl. Dr. Sutomo No.32 A, Pesisir, Kec. Lima Puluh, Kota Pekanbaru, Riau 28155","0.537037, 101.456466",0.537037,101.456466,
Pkb18,Arwana,0,Jalan Tuanku Tambusai,"0.5004387, 101.4169976",0.5004387,101.4169976,
Pkb19,Kue Bangkit Kembang Melati,76122668,"Jl. Letkol Hasan Basri No.2, Cinta Raja, Kec. Sail, Kota Pekanbaru, Riau 28127","0.5073246, 101.4515838",0.5073246,101.4515838,
Pkb20,Mie Sagu Bu Tuti,82172094654,"Jl. Ronggo Warsito, Suka Maju, Kec. Sail, Kota Pekanbaru, Riau 28127","0.5131861999999999, 101.4586159",0.5131862,101.4586159,
Pkb21,Roemah Miso Dan Mie Sagu Bengkalis,8127626166,"Jl. Kenanga No.59, simpang melati, Kec. Senapelan, Kota Pekanbaru, Riau 28155","0.5321234, 101.4373765",0.5321234,101.4373765,
Pkb22,Sop Tunjang & Soto Sadira 3,81386894448,"Jalan Rajawali No.88A Kel, Kedungsari, Kec. Sukajadi, Kota Pekanbaru, Riau 28123","0.5174532, 101.4335066",0.5174532,101.4335066,
Pkb23,Roti Jala,81364679087,"Limbungan Baru, Rumbai Pesisir, Pekanbaru City, Riau 28266","0.5640009, 101.4424324",0.5640009,101.4424324,
Pkb24,Roti Jala Ummi Saos Durian,85262815345,"perum dwi beringin indah, Jl. Beringin, Air Hitam, Kec. Tapung, Kabupaten Kampar, Riau 28291","0.5095516999999999, 101.35822",0.5095517,101.35822,
Pkb25,Pondok Ikan Slai,82268479986,"JL. Impres, Maharatu, Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289","0.4536213, 101.4246086",0.4536213,101.4246086,
Pkb26,Ikan Salai Bu Nurmasni,85365435354,"Jl. Soekarno - Hatta, Sidomulyo Tim., Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28289","0.4603134, 101.4183501",0.4603134,101.4183501,
Pkb27,RM Pondok Selera Kampoeng,82171076663,"Jalan Sekolah No. 49 Kelurahan, Meranti Pandak, Kec. Rumbai Pesisir, Kota Pekanbaru, Riau 28261","0.5606350999999999, 101.4461104",0.5606351,101.4461104,
Pkb28,Mie Lendir – Keday Kopi Setya,771315518,"Jl. Bintan Sudirman No.677, Simpang Empat, Kec. Pekanbaru Kota, Kota Pekanbaru, Riau 28127","0.5149448, 101.4495586",0.5149448,101.4495586,
Pkb29,Mie Tanjung Pinang Pekanbaru,8127515432,"Jl. Jend. Ahmad Yani No.117, Tanah Datar, Kec. Pekanbaru Kota, Kota Pekanbaru, Riau 28156","0.5244641, 101.4422892",0.5244641,101.4422892,
Pkb30,Kedai Kopi Kimteng - Mal Ciputra Seraya,761868788,"Mal Ciputra Seraya Lt. 2 Jalan Riau No. 58 Padang Terubuk, Kp. Baru, Kec. Senapelan, Kota Pekanbaru, Riau 28155","0.5361545, 101.4303621",0.5361545,101.4303621,
Pwt6,Soto Sutri,0,"Jl. Pramuka No 09, Sokaraja, Kab. Banyumas","-7.457175800000001, 109.2872884",-7.4571758,109.2872884,
Pwt7,Kraca Bu Lan,28142933,"Jl. Kauman Lama No. 31, Purwokerto","-7.425664599999999, 109.2460537",-7.4256646,109.2460537,
Pwt8,Keong Kraca Bu Makmoer,87848139227,"Purwanegara Desa, Jl. Bobosan, RT.06/RW.01, Karangjambu, Purwanegara,","-7.407896500000001, 109.2271408",-7.4078965,109.2271408,
Pwt9,Sahoun Ayam Pak Kartim,0,"Jl. Kaliputih No.18, Purwokerto Wetan, Kec. Purwokerto Timur","-7.4249606, 109.255232",-7.4249606,109.255232,
Pwt10,Warung Buntil Bu Djoko,085747500607/082226731388,"Jalan Bank No. 8, Pesayangan, Kedungwuluh, Purwokerto","-7.421753600000001, 109.2264646",-7.4217536,109.2264646,
Pwt11,Jenang Jaket Pertama,0,"Jl. PKK No.600, Mersi, Kec. Purwokerto Timur","-7.4279532, 109.265851",-7.4279532,109.265851,
Srd6,RM Amado,81351661119,"Jl. Pangeran Diponegoro, No. 43",,#VALUE!,,
Srd7,Warung Nasi Kuning Mama Agisna,85388467761,Jl. Pangeran Antasari Gang Karya,"-5.4072749, 105.2747062",-5.4072749,105.2747062,
Srd8,Warung Nasi Kuning Bintang,85250688339,"Jl. Abdul Wahab Syahranie, No. 117 Sempaja Selatan","-0.4501939, 117.1512668",-0.4501939,117.1512668,
Srd9,Warung Nasi Campur Hj. Mida,82351524430,"Jl. Siti Aisyah Gang 16, No. 34","-0.4960499, 117.134333",-0.4960499,117.134333,
Srd10,WK. Pisang Gapit dan Roti Bakar “Voorfo”,85752489428,"Jl. Sawo, Sidodadi","-0.4751143, 117.1440308",-0.4751143,117.1440308,
Srd11,Warung Nasi Kuning Acil Ipah,81346427625,"Jl. Pasundan, No. 01","-6.9227267, 107.6085033",-6.9227267,107.6085033,
Srd12,Warung Pecel Family,82156684961,Jl. Pangeran Suryanata,"-0.4531068, 117.1114474",-0.4531068,117.1114474,
Srd13,Warung Nasi Kuning “Hello Kitty”,81255718119,"Jl. Pangeran Antasari, Muara","-6.275421499999999, 106.8004034",-6.2754215,106.8004034,
Srd14,RM Banjar Sari,541733070,"Jl. Dr. Suwondo, No. 2B","-0.4768021, 117.1446765",-0.4768021,117.1446765,
Srd15,Gerai Roti Gembong Juanda,8115520800,Jl. Ir. H. Juanda 8,"-6.9050674, 107.6108738",-6.9050674,107.6108738,
Srd16,Gerai Roti Durian Panglima,82220002237,"Jl. Ir. H. Juanda, No. 55A","3.5725428, 98.6831275",3.5725428,98.6831275,
Skt6,Serabi Notosuman Ny. Lidia,271651852,"Jl. Moh. Yamin 28, Serengan, Surakarta","-7.577416899999999, 110.8200759",-7.5774169,110.8200759,
Skt7,Tengkleng Klewer Bu Edi,271651552,"Jl. Mayr Sunaryo No. 32, Kedung Lumbu, Pasar Kliwon, Surakarta","-7.5731267, 110.8320702",-7.5731267,110.8320702,
Skt8,Sate Sapi& Sate Kere Mbak Tug (Sate Presiden),81548328797,"Jl. Aripin 63, Kepatihan, Jebres","-7.5648449, 110.8306816",-7.5648449,110.8306816,
Skt9,Nasi Liwet Bu Wongso Lemu,85711043461,"Jl. Teuku Umar, Keprabon, Solo","-7.5684108, 110.8237902",-7.5684108,110.8237902,
Skt10,Nasi Liwet Yu Sani Solo Baru,0,"Jl. Ir. Soekarno No.8 Dusun II Langenharjo, Kec. Grogol, Sukoharjo","-7.611413799999999, 110.8185059",-7.6114138,110.8185059,
Skt11,Sate Kere Yu Rebi,81548328797,"Jl. Kebangkitan Nasioal Kios 1-2 Sriwedari,","-7.569756699999999, 110.815358",-7.5697567,110.815358,
Skt12,Selat Vien’s,271738396,Jl. Hasanudin No.99 D/E Solo,"-7.557958699999999, 110.8172219",-7.5579587,110.8172219,
Skt13,Selat Solo Mbak Lies,271653332,"Jl. Veteran Gg II No.42, Serengan. Kec. Serangan, Solo","-7.582360199999999, 110.8179919",-7.5823602,110.8179919,
Skt14,Nasi Liwet Bu Sarmi,0,"Jl. Kapten Mulyadi, Kedung Lumbu Kec: Pasar Kliwon, Surakarta","-7.574144499999999, 110.8327107",-7.5741445,110.8327107,
Skt15,Cabuk Rambak dan Lenjongan,0,Pasar Gede Solo,"-7.5693775, 110.8314906",-7.5693775,110.8314906,
Skt16,Gudeg Adem Ayem,8112952269,"Jl. Slamet Riyadi No. 342, Surakarta","-7.566020999999999, 110.8090779",-7.566021,110.8090779,
Skt17,Es Masuk Gajahan,271654415,"Jl. Reksoniten 43, Gajahan, Pasar Kliwon, Surakarta","-7.581023099999999, 110.8229827",-7.5810231,110.8229827,
Skt18,Omah Selat,271656205,"Jl. Gotong Royong No. 13, Jagalan, Kec: Jebres, Suarakarta","-7.566470699999999, 110.8431963",-7.5664707,110.8431963,
Skt19,Es Nini Thowong,81329000315,"Jl. Arifin No.59, Kepatihan Wetan, Surakarta","-7.5651259, 110.8307363",-7.5651259,110.8307363,
Skt20,Sate Kambing Pak Manto,0,"Jl. Honggowongso No.36 Sriwedari, Kec: Kaweyan, Surakarta","-7.5706076, 110.8168508",-7.5706076,110.8168508,
Yog6,Bakpia Tugu Jogja,85228098027,"Jl. Bhayangkara No. 72 rt12/03, Ngampilan, kota Yogyakarta Daerah Istimewa Yogyakarta","-7.797410299999998, 110.3621441",-7.7974103,110.3621441,
Yog7,Oseng-oseng Mercon Bu Narti,81915554472,"Jl. KH. Ahmad Dahlan Jl. Purwodiningratan No. 110, Ngampilan, Kota Yogyakarta, D. I. Yogyakarta","-7.801299599999999, 110.3574793",-7.8012996,110.3574793,
Yog8,Oseng-oseng Mercon 62,8993883030,"Jl. KH. Ahmad Dahlan No. 62 Ngampilan, Kota Yogyakarta, D. I. Yogyakarta","-7.8010971, 110.3601814",-7.8010971,110.3601814,
Yog9,Yangko Pak Prapto,274380757,"Jl. Pramuka No. 82, Giwangan, Umbulharjo, Kota Yogyakarta, D. I. Yogyakarta","-7.824134, 110.3901789",-7.824134,110.3901789,
Yog10,Angkringan Kopi Joss Lik Man,0,"Jl. Wongsodirjan, Sosromenduran, Gedong Tengen, Kota Yogyakarta, D. I. Yogyakarta","-7.7887407, 110.3641549",-7.7887407,110.3641549,
Yog11,Warung Kopi Klotok,82231312004,"Jl. Kaliurang No. Km. 16 Area Sawah Pakembinangun, Pakem, Sleman","-7.670343699999999, 110.4213171",-7.6703437,110.4213171,
Yog12,Jadah Tempe Mbah Carik,81578558388,"Jl. Kaliurang No. Km. 12,5 Legolan, Umbulmartani, Ngemplak, Sleman, D. I. Yogyakarta","-7.7011441, 110.4149483",-7.7011441,110.4149483,
Yog13,Soto Bathok Mbah Katro,81392144526,"Sambisari, Purwomartani, Kalasan, Sleman, D. I. Yogyakarta","-7.7622019, 110.4515318",-7.7622019,110.4515318,
Yog14,Geplak Mbok Tumpuk,274367751,"Sumuran, Palbapang, Taskombang, Palbapang, Kec. Bantul, Bantul, D. I. Yogyakarta","-7.8971686, 110.323396",-7.8971686,110.323396,
Yog15,Sate Klatak Pak Pong,8112645251,"Jl. Sultan Agung No. 18, Jejeran ll, Wonokromo, Kec. Pleret, Bantul, D. I. Yogyakarta","-7.871242799999999, 110.3875041",-7.8712428,110.3875041,
Yog16,Mie Lethek Bantul Mbah Mendes Sorobayan,85293137649,"Jl. Murtigading, Sorobayan, Gadingsari, Sanden, Bantul, D. I. Yogyakarta","-7.970576599999998, 110.257283",-7.9705766,110.257283,
Yog17,Wedang Uwuh Imogiri,82221311992,"Jl. Tilamat, Wukirsari, Imogiri, Bantul, D. I. Yogyakarta","-7.923589100000001, 110.3868796",-7.9235891,110.3868796,
Yog18,Wedang Uwuh Wak Aan,85609964982,"Jl. Jurug No. RT 03, Jurug, Bangunharjo, Sewon, Bantul, D. I. Yogyakarta","-7.854569799999999, 110.3645496",-7.8545698,110.3645496,
Yog19,Gathot Thiwul Yu Tum,81328741792,"Jl. Pramuka No. 36, Pandansari, Wonosari, Kec. Wonosari, Gunungkidul","-7.963684199999999, 110.6092117",-7.9636842,110.6092117,
Yog20,Pusat Oleh-oleh Walang Goreng Pak Gareng,81332604081,"Jl. Dharmakum Dharmakusuma Selang l Kel Selang V, Selang, Kec. Wonosari, Gunungkidul, D. I. Yogyakarta","-7.966226400000001, 110.6173844",-7.9662264,110.6173844,
Yog21,Nasi Merah Lombok Ijo Lek War,87839272513,"Jl. Jogja-Wonosari, Jamburejo, Bandung, Playen, Gunungkidul, D. I. Yogyakarta","-7.9227984, 110.5630002",-7.9227984,110.5630002,
Yog22,Bakmi Mbah Gito,85228408800,"Jl. Nyi Agengnis No. 9, Rejowinangun, Kotagede, Kota Yogyakarta, D. I. Yogyakarta","-7.813261799999999, 110.3971161",-7.8132618,110.3971161,
Yog23,Geblek Pari Nanggulan Kulonprogo Yogyakarta,0,"Jl. Pronosutan, Kembang, Nanggulan, Kulonprogo","-7.747244599999999, 110.2059948",-7.7472446,110.2059948,
Yog24,Pasar Kuliner Sentolo Baru,0,"Jl. Raya Wates - Jogjakarta, Klebakan, Salamrejo, Kec. Sentolo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta","-7.844828899999999, 110.218231",-7.8448289,110.218231,
